TransactionID,PaymentMethod,PaymentChannel,UPIApp,PayerPhoneNumber,PayerPhoneVerified,PayerUPIID,PayeeUPIID,IsQRTransaction,QRType,PaymentReference,ContactPresent,PaymentFraudScore
TXN02019,Phone Number,Mobile-Peer,PhonePe,9801810306,True,user2019@icici,user2019@hdfc,0,Dynamic,REF8XYRODXH,True,0.043
TXN02020,QR Code,POS/QR,PhonePe,7317641726,True,user2020@okaxis,user2020@icici,1,Static,REF1L79NN2P,True,0.08
TXN02021,UPI ID,VPA-Intent,PhonePe,7080815712,True,user2021@hdfc,user2021@axis,0,Dynamic,REFEXHRF9SE,True,0.009
TXN02022,QR Code,POS/QR,PhonePe,7015071380,True,user2022@hdfc,user2022@axis,1,Static,REFU8QJVCRE,True,0.096
TXN02023,UPI ID,VPA-Intent,Google Pay,8713073510,True,user2023@upi,user2023@hdfc,0,Static,REFH1IPOK38,True,0.025
TXN02024,Phone Number,Mobile-Peer,Google Pay,8584743621,False,user2024@icici,user2024@sbi,0,Dynamic,REFFTHGTU1M,True,0.035
TXN02025,Phone Number,Mobile-Peer,Google Pay,7300962588,False,user2025@hdfc,user2025@paytm,0,Static,REFEZL85096,True,0.041
TXN02026,Phone Number,Mobile-Peer,Google Pay,7576694703,True,user2026@paytm,user2026@paytm,0,Static,REFNHLIVYBQ,True,0.031
TXN02027,QR Code,POS/QR,PhonePe,9805339627,True,user2027@axis,user2027@okaxis,1,Static,REFTGB7SFLN,True,0.065
TXN02028,UPI ID,VPA-Intent,PhonePe,8666215918,True,user2028@paytm,user2028@axis,0,Static,REFAD2OR270,True,0.011
TXN02029,Phone Number,Mobile-Peer,PhonePe,9270004666,True,user2029@icici,user2029@icici,0,Dynamic,REFM8OAFBMG,True,0.074
TXN02030,QR Code,POS/QR,Google Pay,9459011079,True,user2030@sbi,user2030@okaxis,1,Dynamic,REFTBLIIVV2,True,0.087
TXN02031,Phone Number,Mobile-Peer,BHIM,8714004938,True,user2031@paytm,user2031@hdfc,0,Static,REFI4XCTMAG,True,0.052
TXN02032,QR Code,POS/QR,PhonePe,7194905315,True,user2032@icici,user2032@sbi,1,Static,REFN2IGFRUJ,True,0.079
TXN02033,QR Code,POS/QR,Google Pay,9049980949,False,user2033@icici,user2033@paytm,1,Static,REFA06QYLR5,True,0.071
TXN02034,UPI ID,VPA-Intent,Paytm,8698731379,True,user2034@upi,user2034@axis,0,Dynamic,REF0114938W,True,0.028
TXN02035,QR Code,POS/QR,Paytm,8166984166,True,user2035@axis,user2035@paytm,1,Dynamic,REFMBIPH7NL,True,0.016
TXN02036,Phone Number,Mobile-Peer,BHIM,9237407794,True,user2036@paytm,user2036@icici,0,Dynamic,REFIJ4FIERX,True,0.026
TXN02037,Phone Number,Mobile-Peer,PhonePe,9325623899,True,user2037@okaxis,user2037@sbi,0,Static,REFJERS14HC,True,0.071
TXN02038,Phone Number,Mobile-Peer,PhonePe,8991970142,True,user2038@icici,user2038@hdfc,0,Static,REFO6RFQFOE,True,0.053
TXN02039,Phone Number,Mobile-Peer,PhonePe,8203708782,True,user2039@hdfc,user2039@paytm,0,Static,REFX3Q1AK2Z,True,0.069
TXN02040,Phone Number,Mobile-Peer,PhonePe,9160204181,True,user2040@sbi,user2040@axis,0,Static,REFCMFHLZXO,True,0.07
TXN02041,UPI ID,VPA-Intent,Google Pay,9599898972,True,user2041@icici,user2041@upi,0,Dynamic,REFD00H0F9I,True,0.032
TXN02042,QR Code,POS/QR,Paytm,9170889480,True,user2042@upi,user2042@hdfc,1,Static,REFOWR3AWPU,True,0.044
TXN02043,QR Code,POS/QR,Google Pay,9864482217,True,user2043@okaxis,user2043@icici,1,Dynamic,REFI0SH7D0T,True,0.043
TXN02044,Phone Number,Mobile-Peer,PhonePe,8883978570,True,user2044@icici,user2044@sbi,0,Static,REFRSBOAIMC,True,0.036
TXN02045,UPI ID,VPA-Intent,PhonePe,7200480675,True,user2045@okaxis,user2045@sbi,0,Dynamic,REFDSDKNUD0,True,0.057
TXN02046,QR Code,POS/QR,BHIM,8123691496,False,user2046@upi,user2046@hdfc,1,Static,REFTS2676TW,True,0.015
TXN02047,Phone Number,Mobile-Peer,Google Pay,9128794296,True,user2047@icici,user2047@paytm,0,Static,REFVAQAZUA1,True,0.012
TXN02048,QR Code,POS/QR,BHIM,7827697040,True,user2048@paytm,user2048@paytm,1,Static,REFW9XKKGPW,True,0.039
TXN02049,QR Code,POS/QR,Paytm,7531419615,True,user2049@upi,user2049@sbi,1,Dynamic,REFBVSOXT9T,True,0.08
TXN02050,Phone Number,Mobile-Peer,BHIM,8078327488,False,user2050@icici,user2050@icici,0,Static,REFDZ2YWKUI,True,0.068
TXN02051,QR Code,POS/QR,Paytm,9565179624,True,user2051@icici,user2051@hdfc,1,Dynamic,REFQQ577P1G,True,0.083
TXN02052,QR Code,POS/QR,Google Pay,7096496683,True,user2052@upi,user2052@okaxis,1,Static,REFTEU12NFC,True,0.058
TXN02053,Phone Number,Mobile-Peer,Paytm,7496047842,True,user2053@upi,user2053@axis,0,Static,REF1Q4QI68S,True,0.069
TXN02054,UPI ID,VPA-Intent,Google Pay,9702851622,True,user2054@hdfc,user2054@upi,0,Dynamic,REFQQ9I9TAM,True,0.012
TXN02055,UPI ID,VPA-Intent,PhonePe,8936488208,True,user2055@paytm,user2055@okaxis,0,Static,REFRV5BG16U,True,0.036
TXN02056,QR Code,POS/QR,PhonePe,7348688390,True,user2056@sbi,user2056@axis,1,Static,REF4ML1A99C,True,0.033
TXN02057,QR Code,POS/QR,PhonePe,8246728799,True,user2057@axis,user2057@icici,1,Static,REFCA6FWSCQ,True,0.027
TXN02058,Phone Number,Mobile-Peer,PhonePe,9609114131,True,user2058@sbi,user2058@hdfc,0,Dynamic,REFQGN7ZVKD,True,0.008
TXN02059,QR Code,POS/QR,PhonePe,7359236133,True,user2059@icici,user2059@axis,1,Static,REFP9IPHWKM,True,0.036
TXN02060,QR Code,POS/QR,Google Pay,8605230458,True,user2060@okaxis,user2060@axis,1,Static,REFUTHTOIZ7,True,0.003
TXN02061,Phone Number,Mobile-Peer,BHIM,7165025447,True,user2061@icici,user2061@icici,0,Static,REFSCNEIEJ5,True,0.028
TXN02062,QR Code,POS/QR,Google Pay,9419165034,True,user2062@axis,user2062@icici,1,Static,REFZBB8I1YO,True,0.047
TXN02063,UPI ID,VPA-Intent,Google Pay,8096617718,True,user2063@axis,user2063@axis,0,Static,REFIOD29GVX,True,0.021
TXN02064,QR Code,POS/QR,PhonePe,9498980880,False,user2064@upi,user2064@paytm,1,Static,REFR992GY1K,True,0.077
TXN02065,Phone Number,Mobile-Peer,PhonePe,8782141746,True,user2065@hdfc,user2065@paytm,0,Dynamic,REF0IULJB3Y,True,0.022
TXN02066,QR Code,POS/QR,Google Pay,7135926648,False,user2066@paytm,user2066@icici,1,Static,REFM31028GU,True,0.007
TXN02067,Phone Number,Mobile-Peer,Paytm,8989396987,True,user2067@sbi,user2067@upi,0,Dynamic,REFG07NZIVA,True,0.016
TXN02068,Phone Number,Mobile-Peer,PhonePe,8869415594,True,user2068@sbi,user2068@axis,0,Dynamic,REFSA1CZ3YY,True,0.066
TXN02069,Phone Number,Mobile-Peer,Google Pay,8011929207,True,user2069@upi,user2069@axis,0,Dynamic,REF9UUKN1ER,True,0.051
TXN02070,Phone Number,Mobile-Peer,Paytm,8360511716,False,user2070@hdfc,user2070@icici,0,Static,REFY1YTO1HF,True,0.046
TXN02071,QR Code,POS/QR,PhonePe,7039886365,True,user2071@icici,user2071@okaxis,1,Static,REFXJI2VPTY,True,0.054
TXN02072,QR Code,POS/QR,PhonePe,9621894559,True,user2072@axis,user2072@okaxis,1,Dynamic,REF7HHC983U,True,0.075
TXN02073,Phone Number,Mobile-Peer,Paytm,9670009942,True,user2073@icici,user2073@hdfc,0,Static,REFPNWS0TW8,True,0.016
TXN02074,UPI ID,VPA-Intent,Google Pay,8894204664,True,user2074@icici,user2074@upi,0,Static,REFVERU6AFI,True,0.013
TXN02075,UPI ID,VPA-Intent,PhonePe,7896676056,False,user2075@axis,user2075@okaxis,0,Dynamic,REFUY627IQS,True,0.008
TXN02076,UPI ID,VPA-Intent,PhonePe,8204565775,True,user2076@upi,user2076@upi,0,Static,REF97R6RYK8,True,0.02
TXN02077,Phone Number,Mobile-Peer,Google Pay,7097453389,True,user2077@okaxis,user2077@axis,0,Static,REFRMMI77Y3,True,0.022
TXN02078,QR Code,POS/QR,PhonePe,9623546622,False,user2078@axis,user2078@paytm,1,Static,REF3VL5ZOZF,True,0.092
TXN02079,UPI ID,VPA-Intent,Paytm,8540165995,True,user2079@upi,user2079@hdfc,0,Dynamic,REFAEPT2ORM,True,0.001
TXN02080,QR Code,POS/QR,PhonePe,9006221224,True,user2080@axis,user2080@paytm,1,Static,REFIRKW87D6,True,0.047
TXN02081,Phone Number,Mobile-Peer,PhonePe,9767746259,True,user2081@hdfc,user2081@icici,0,Dynamic,REFKTHRDGVS,True,0.058
TXN02082,Phone Number,Mobile-Peer,PhonePe,9601124115,True,user2082@axis,user2082@upi,0,Static,REF6OKON7EV,True,0.073
TXN02083,QR Code,POS/QR,BHIM,7488600801,True,user2083@sbi,user2083@upi,1,Static,REFMBBVTP5K,True,0.097
TXN02084,UPI ID,VPA-Intent,Paytm,8986778231,True,user2084@okaxis,user2084@hdfc,0,Static,REFZDE69ROC,True,0.004
TXN02085,QR Code,POS/QR,Paytm,9995704726,True,user2085@hdfc,user2085@axis,1,Static,REFI5DENVFJ,True,0.02
TXN02086,QR Code,POS/QR,Google Pay,8261212038,True,user2086@paytm,user2086@icici,1,Static,REFLZ2BC9KG,True,0.1
TXN02087,Phone Number,Mobile-Peer,Paytm,8375365968,True,user2087@okaxis,user2087@paytm,0,Static,REFIHUK0HV4,True,0.025
TXN02088,QR Code,POS/QR,Paytm,9785254824,True,user2088@icici,user2088@paytm,1,Dynamic,REFJZ7C4RSV,True,0.006
TXN02089,UPI ID,VPA-Intent,PhonePe,9183854540,True,user2089@hdfc,user2089@axis,0,Static,REF9I6UBG4Z,True,0.056
TXN02090,Phone Number,Mobile-Peer,BHIM,9644547523,True,user2090@axis,user2090@upi,0,Static,REFFEKF0RFA,True,0.032
TXN02091,QR Code,POS/QR,Paytm,9123274897,False,user2091@okaxis,user2091@icici,1,Static,REFY50GQGR4,True,0.029
TXN02092,UPI ID,VPA-Intent,BHIM,7917763342,True,user2092@hdfc,user2092@hdfc,0,Dynamic,REFJR0SSP1B,True,0.009
TXN02093,Phone Number,Mobile-Peer,Paytm,8203886217,True,user2093@axis,user2093@paytm,0,Static,REFFWYKACP6,True,0.034
TXN02094,QR Code,POS/QR,Paytm,8080196304,True,user2094@hdfc,user2094@hdfc,1,Static,REFPYPNZ4ZO,True,0.037
TXN02095,Phone Number,Mobile-Peer,BHIM,8306935882,True,user2095@icici,user2095@hdfc,0,Dynamic,REF20M18MP5,True,0.074
TXN02096,QR Code,POS/QR,Google Pay,8935340018,True,user2096@axis,user2096@upi,1,Static,REFY01XICNQ,True,0.021
TXN02097,QR Code,POS/QR,Paytm,9677848165,True,user2097@sbi,user2097@axis,1,Static,REF51K6PUA3,True,0.009
TXN02098,QR Code,POS/QR,PhonePe,9444544608,True,user2098@axis,user2098@hdfc,1,Static,REFBE2DPBD1,True,0.028
TXN02099,QR Code,POS/QR,Paytm,9851799378,True,user2099@upi,user2099@paytm,1,Dynamic,REF44X5HLZX,True,0.055
TXN02100,Phone Number,Mobile-Peer,Paytm,9053912878,True,user2100@axis,user2100@paytm,0,Static,REFXCO0OUVO,True,0.026
TXN02101,UPI ID,VPA-Intent,Paytm,7486999698,True,user2101@hdfc,user2101@okaxis,0,Static,REFL2TW05AO,True,0.019
TXN02102,QR Code,POS/QR,Paytm,7290457927,True,user2102@icici,user2102@hdfc,1,Dynamic,REFZYLX3XS3,True,0.04
TXN02103,Phone Number,Mobile-Peer,Google Pay,9472463019,True,user2103@axis,user2103@upi,0,Static,REF8RFDHOM3,True,0.07
TXN02104,QR Code,POS/QR,Google Pay,7642423839,True,user2104@okaxis,user2104@sbi,1,Dynamic,REFHW24DN92,True,0.066
TXN02105,QR Code,POS/QR,PhonePe,8283391218,True,user2105@icici,user2105@hdfc,1,Static,REFHGNMJEXK,True,0.053
TXN02106,Phone Number,Mobile-Peer,PhonePe,8062932880,True,user2106@sbi,user2106@upi,0,Static,REF78GT4O5P,True,0.032
TXN02107,UPI ID,VPA-Intent,Google Pay,7983221010,True,user2107@axis,user2107@icici,0,Static,REFW3ATE176,True,0.004
TXN02108,UPI ID,VPA-Intent,Google Pay,9320018676,True,user2108@axis,user2108@okaxis,0,Static,REFWMEMQOAV,True,0.053
TXN02109,Phone Number,Mobile-Peer,PhonePe,8100898761,True,user2109@upi,user2109@upi,0,Static,REFG65R4PMZ,True,0.01
TXN02110,UPI ID,VPA-Intent,PhonePe,9814356140,True,user2110@okaxis,user2110@paytm,0,Static,REF08O9NVIE,True,0.011
TXN02111,Phone Number,Mobile-Peer,PhonePe,7384531980,True,user2111@sbi,user2111@upi,0,Static,REF5Y6W6103,True,0.036
TXN02112,Phone Number,Mobile-Peer,Paytm,8468235469,True,user2112@paytm,user2112@icici,0,Dynamic,REFNFVNJV8G,True,0.011
TXN02113,Phone Number,Mobile-Peer,Google Pay,8100307620,True,user2113@icici,user2113@icici,0,Static,REFJDMT4VVO,True,0.051
TXN02114,UPI ID,VPA-Intent,PhonePe,8459671500,True,user2114@axis,user2114@hdfc,0,Dynamic,REFN4019OB3,True,0.03
TXN02115,QR Code,POS/QR,Paytm,8666411065,True,user2115@upi,user2115@hdfc,1,Dynamic,REFIQM4L5WG,True,0.05
TXN02116,Phone Number,Mobile-Peer,PhonePe,8113407851,True,user2116@upi,user2116@axis,0,Dynamic,REFBF0ZTCJ7,True,0.077
TXN02117,Phone Number,Mobile-Peer,Google Pay,8994970890,True,user2117@hdfc,user2117@icici,0,Dynamic,REFVW0WKMDZ,True,0.054
TXN02118,QR Code,POS/QR,PhonePe,8836683482,True,user2118@axis,user2118@paytm,1,Static,REF5KEX2FAF,True,0.073
TXN02119,Phone Number,Mobile-Peer,BHIM,8899962697,True,user2119@hdfc,user2119@hdfc,0,Dynamic,REFB0814X3B,True,0.049
TXN02120,UPI ID,VPA-Intent,PhonePe,9838688891,True,user2120@axis,user2120@okaxis,0,Dynamic,REFES0MHXM0,True,0.016
TXN02121,UPI ID,VPA-Intent,Paytm,8879150596,True,user2121@sbi,user2121@axis,0,Dynamic,REFVH0IGZZ6,True,0.004
TXN02122,QR Code,POS/QR,Google Pay,9571976093,True,user2122@hdfc,user2122@paytm,1,Static,REFS0DK190K,True,0.056
TXN02123,UPI ID,VPA-Intent,PhonePe,9012657898,True,user2123@sbi,user2123@axis,0,Dynamic,REFJ3BHKHJ8,True,0.027
TXN02124,Phone Number,Mobile-Peer,PhonePe,9604180952,True,user2124@sbi,user2124@upi,0,Dynamic,REF75VUZNTU,True,0.01
TXN02125,UPI ID,VPA-Intent,PhonePe,9755851777,True,user2125@paytm,user2125@hdfc,0,Dynamic,REF0U71TYIU,True,0.052
TXN02126,QR Code,POS/QR,Paytm,8127469211,True,user2126@okaxis,user2126@upi,1,Static,REFRXZZDF71,True,0.05
TXN02127,QR Code,POS/QR,PhonePe,7824199626,True,user2127@okaxis,user2127@upi,1,Static,REF5T77PUCF,True,0.045
TXN02128,Phone Number,Mobile-Peer,Paytm,8222975891,True,user2128@axis,user2128@sbi,0,Dynamic,REF3LADNRD7,True,0.033
TXN02129,UPI ID,VPA-Intent,Google Pay,8045421854,True,user2129@upi,user2129@axis,0,Static,REFJ097JDH0,True,0.044
TXN02130,Phone Number,Mobile-Peer,PhonePe,8705682092,True,user2130@upi,user2130@icici,0,Static,REF24V0MPA1,True,0.004
TXN02131,Phone Number,Mobile-Peer,PhonePe,9570900163,True,user2131@icici,user2131@axis,0,Dynamic,REFZHZSLMK3,True,0.017
TXN02132,Phone Number,Mobile-Peer,BHIM,7564072324,True,user2132@hdfc,user2132@upi,0,Static,REF94780LXB,True,0.072
TXN02133,QR Code,POS/QR,PhonePe,8282895400,True,user2133@paytm,user2133@sbi,1,Static,REFZURNSTRP,True,0.004
TXN02134,QR Code,POS/QR,PhonePe,9788224731,True,user2134@icici,user2134@okaxis,1,Static,REFJ25V6MTP,True,0.061
TXN02135,QR Code,POS/QR,Google Pay,9616850710,True,user2135@icici,user2135@icici,1,Static,REF7E78DWF1,True,0.024
TXN02136,UPI ID,VPA-Intent,PhonePe,8801195092,False,user2136@icici,user2136@sbi,0,Static,REFWUYODSJ2,True,0.032
TXN02137,Phone Number,Mobile-Peer,Google Pay,8115261053,True,user2137@axis,user2137@paytm,0,Static,REF1W9W3XBD,True,0.042
TXN02138,QR Code,POS/QR,PhonePe,8092300716,True,user2138@okaxis,user2138@paytm,1,Static,REFXCCESMI2,True,0.066
TXN02139,Phone Number,Mobile-Peer,BHIM,7500741894,True,user2139@paytm,user2139@okaxis,0,Static,REFJZH9XK6V,True,0.014
TXN02140,UPI ID,VPA-Intent,Google Pay,7543298769,True,user2140@sbi,user2140@icici,0,Dynamic,REF9LA8N5LV,True,0.038
TXN02141,UPI ID,VPA-Intent,BHIM,7936529447,True,user2141@sbi,user2141@hdfc,0,Static,REFFMRV3BKK,True,0.047
TXN02142,QR Code,POS/QR,PhonePe,9619827348,True,user2142@icici,user2142@icici,1,Static,REFPOYX8B7C,True,0.018
TXN02143,QR Code,POS/QR,PhonePe,9310450258,True,user2143@sbi,user2143@paytm,1,Static,REFE52U9TZ3,True,0.079
TXN02144,Phone Number,Mobile-Peer,BHIM,7963217435,True,user2144@axis,user2144@upi,0,Dynamic,REF5Y5YAM36,True,0.01
TXN02145,QR Code,POS/QR,PhonePe,8483526806,True,user2145@axis,user2145@icici,1,Dynamic,REFAD43ZC56,True,0.026
TXN02146,UPI ID,VPA-Intent,Google Pay,8860673983,True,user2146@axis,user2146@axis,0,Static,REF3TW7P0GS,True,0.022
TXN02147,QR Code,POS/QR,PhonePe,7448838425,True,user2147@icici,user2147@paytm,1,Static,REFUNC1N9PH,True,0.031
TXN02148,Phone Number,Mobile-Peer,BHIM,9646280550,True,user2148@okaxis,user2148@sbi,0,Static,REF36UDBOTB,True,0.059
TXN02149,QR Code,POS/QR,PhonePe,8740657955,True,user2149@upi,user2149@axis,1,Dynamic,REFJ5HHVBGK,True,0.027
TXN02150,UPI ID,VPA-Intent,Paytm,9562392090,True,user2150@sbi,user2150@axis,0,Static,REF6S0QTWUB,True,0.045
TXN02151,Phone Number,Mobile-Peer,Google Pay,7551074091,True,user2151@upi,user2151@icici,0,Static,REF8H0OCM0E,True,0.005
TXN02152,Phone Number,Mobile-Peer,PhonePe,9111786190,True,user2152@axis,user2152@sbi,0,Dynamic,REF9L0IEIU2,True,0.025
TXN02153,QR Code,POS/QR,PhonePe,9547602206,True,user2153@icici,user2153@hdfc,1,Dynamic,REFWE4RI7EH,True,0.091
TXN02154,UPI ID,VPA-Intent,BHIM,7953541201,True,user2154@okaxis,user2154@upi,0,Static,REF0QO72KLO,True,0.023
TXN02155,Phone Number,Mobile-Peer,Paytm,7227595002,True,user2155@hdfc,user2155@icici,0,Dynamic,REFF01N6SB4,True,0.038
TXN02156,Phone Number,Mobile-Peer,Google Pay,8015153259,True,user2156@paytm,user2156@okaxis,0,Static,REF353OAGGY,True,0.06
TXN02157,Phone Number,Mobile-Peer,Google Pay,8795074071,True,user2157@paytm,user2157@paytm,0,Dynamic,REFH1MSJPZK,True,0.004
TXN02158,Phone Number,Mobile-Peer,PhonePe,8327980595,True,user2158@icici,user2158@sbi,0,Static,REFA2W90X3A,True,0.056
TXN02159,QR Code,POS/QR,Google Pay,7031006493,False,user2159@axis,user2159@icici,1,Static,REFEG8BLPK6,True,0.006
TXN02160,QR Code,POS/QR,Google Pay,8039104520,True,user2160@okaxis,user2160@okaxis,1,Static,REFC86ZYBI2,True,0.055
TXN02161,QR Code,POS/QR,Paytm,9608941184,True,user2161@axis,user2161@paytm,1,Static,REF2HA0G4QF,True,0.061
TXN02162,QR Code,POS/QR,PhonePe,7913599285,True,user2162@okaxis,user2162@axis,1,Static,REFAP6JAQR3,True,0.014
TXN02163,Phone Number,Mobile-Peer,BHIM,8359520561,True,user2163@okaxis,user2163@axis,0,Static,REFLBIH3L3F,True,0.068
TXN02164,UPI ID,VPA-Intent,PhonePe,9067990069,True,user2164@axis,user2164@upi,0,Static,REFC30VNF6G,True,0.034
TXN02165,QR Code,POS/QR,PhonePe,8801867740,True,user2165@okaxis,user2165@paytm,1,Static,REFPBNCRYR3,True,0.015
TXN02166,UPI ID,VPA-Intent,BHIM,7378423394,True,user2166@hdfc,user2166@upi,0,Dynamic,REFS1ITBBA1,True,0.052
TXN02167,QR Code,POS/QR,Google Pay,8953006776,True,user2167@sbi,user2167@icici,1,Static,REF75XTBFMU,True,0.082
TXN02168,Phone Number,Mobile-Peer,PhonePe,9550325017,False,user2168@axis,user2168@icici,0,Static,REFGICMQK7B,True,0.054
TXN02169,QR Code,POS/QR,Paytm,9654262417,True,user2169@paytm,user2169@axis,1,Static,REF8E431H4A,True,0.041
TXN02170,Phone Number,Mobile-Peer,Google Pay,7429029233,True,user2170@icici,user2170@upi,0,Static,REFVYRZSOYG,True,0.04
TXN02171,QR Code,POS/QR,PhonePe,8511009060,False,user2171@axis,user2171@sbi,1,Static,REF1NBOVRVJ,True,0.07
TXN02172,Phone Number,Mobile-Peer,Google Pay,8308868430,True,user2172@hdfc,user2172@sbi,0,Static,REF3JSQ1XJZ,True,0.024
TXN02173,Phone Number,Mobile-Peer,PhonePe,9116673290,True,user2173@upi,user2173@hdfc,0,Static,REF2HMG35P1,True,0.048
TXN02174,UPI ID,VPA-Intent,PhonePe,8575988759,True,user2174@okaxis,user2174@okaxis,0,Static,REFTH1869Y6,True,0.037
TXN02175,Phone Number,Mobile-Peer,PhonePe,9129964260,False,user2175@paytm,user2175@upi,0,Dynamic,REFAC1EJXOD,True,0.018
TXN02176,UPI ID,VPA-Intent,Google Pay,9362027558,False,user2176@paytm,user2176@axis,0,Static,REF4JTUDT4D,True,0.008
TXN02177,Phone Number,Mobile-Peer,PhonePe,9147709207,True,user2177@axis,user2177@sbi,0,Static,REFY3VBOTYR,True,0.013
TXN02178,QR Code,POS/QR,Paytm,9152380236,True,user2178@sbi,user2178@icici,1,Static,REF8CED2117,True,0.002
TXN02179,QR Code,POS/QR,Google Pay,7219215818,True,user2179@paytm,user2179@paytm,1,Dynamic,REFOM2VDBAP,True,0.075
TXN02180,QR Code,POS/QR,PhonePe,7705916118,True,user2180@hdfc,user2180@icici,1,Static,REFHJE65U7S,True,0.081
TXN02181,Phone Number,Mobile-Peer,Google Pay,8385588195,True,user2181@axis,user2181@okaxis,0,Dynamic,REFNT810L70,True,0.064
TXN02182,Phone Number,Mobile-Peer,Paytm,7772168800,True,user2182@sbi,user2182@okaxis,0,Static,REFST8WPAAY,True,0.074
TXN02183,Phone Number,Mobile-Peer,Google Pay,8378931869,True,user2183@axis,user2183@hdfc,0,Static,REFA4ZUFCWP,True,0.007
TXN02184,Phone Number,Mobile-Peer,PhonePe,9897284540,True,user2184@axis,user2184@upi,0,Dynamic,REFC8K99ACP,True,0.074
TXN02185,QR Code,POS/QR,PhonePe,7182272002,True,user2185@sbi,user2185@hdfc,1,Dynamic,REF965G2ASS,True,0.05
TXN02186,UPI ID,VPA-Intent,Paytm,7394823220,True,user2186@sbi,user2186@hdfc,0,Static,REFM9R3733B,True,0.024
TXN02187,UPI ID,VPA-Intent,PhonePe,8144743281,True,user2187@icici,user2187@hdfc,0,Static,REFYNBVXQED,True,0.009
TXN02188,QR Code,POS/QR,PhonePe,9659930202,True,user2188@okaxis,user2188@axis,1,Static,REFVO613IKF,True,0.048
TXN02189,QR Code,POS/QR,Google Pay,9304232277,True,user2189@sbi,user2189@upi,1,Dynamic,REFCW91GB4F,True,0.068
TXN02190,QR Code,POS/QR,PhonePe,8213530281,True,user2190@paytm,user2190@hdfc,1,Static,REFDVERLM3A,True,0.009
TXN02191,Phone Number,Mobile-Peer,BHIM,8506463005,True,user2191@axis,user2191@hdfc,0,Static,REFOPZIRCAW,True,0.078
TXN02192,UPI ID,VPA-Intent,Paytm,7937775691,True,user2192@icici,user2192@axis,0,Static,REF09B4E857,True,0.055
TXN02193,QR Code,POS/QR,Google Pay,7832102916,True,user2193@hdfc,user2193@paytm,1,Static,REF1G5WK5TE,True,0.089
TXN02194,QR Code,POS/QR,Paytm,7174690298,True,user2194@okaxis,user2194@icici,1,Static,REFAIEPGCNE,True,0.041
TXN02195,Phone Number,Mobile-Peer,Google Pay,9104384196,True,user2195@okaxis,user2195@hdfc,0,Static,REF8ZZSMM66,True,0.068
TXN02196,Phone Number,Mobile-Peer,Paytm,8229131670,True,user2196@hdfc,user2196@axis,0,Static,REF2LKJXUC6,True,0.01
TXN02197,QR Code,POS/QR,Google Pay,7056856670,True,user2197@upi,user2197@icici,1,Static,REFWOJQBFLI,True,0.091
TXN02198,UPI ID,VPA-Intent,PhonePe,8362198655,True,user2198@icici,user2198@paytm,0,Static,REFL2I917YA,True,0.051
TXN02199,QR Code,POS/QR,BHIM,9494440766,True,user2199@paytm,user2199@paytm,1,Static,REF4ECZ9TBR,True,0.059
TXN02200,Phone Number,Mobile-Peer,Paytm,9493396504,True,user2200@paytm,user2200@okaxis,0,Static,REF16GK692W,True,0.053
TXN02201,UPI ID,VPA-Intent,BHIM,7962732262,True,user2201@icici,user2201@hdfc,0,Static,REFHQFV4394,True,0.021
TXN02202,Phone Number,Mobile-Peer,Paytm,8114243625,True,user2202@upi,user2202@upi,0,Static,REFKULLGUNM,True,0.076
TXN02203,Phone Number,Mobile-Peer,Google Pay,7854218808,True,user2203@okaxis,user2203@hdfc,0,Static,REFSDWH1ZUR,True,0.005
TXN02204,Phone Number,Mobile-Peer,PhonePe,7799196234,True,user2204@sbi,user2204@okaxis,0,Dynamic,REF915HADXC,True,0.071
TXN02205,QR Code,POS/QR,PhonePe,7199643385,True,user2205@hdfc,user2205@sbi,1,Static,REF963U6RJR,True,0.026
TXN02206,UPI ID,VPA-Intent,PhonePe,9247250583,True,user2206@sbi,user2206@okaxis,0,Static,REF7EARPC4V,True,0.048
TXN02207,Phone Number,Mobile-Peer,PhonePe,9343031158,True,user2207@okaxis,user2207@upi,0,Static,REF9AQDLSDT,True,0.004
TXN02208,UPI ID,VPA-Intent,Google Pay,8605457694,False,user2208@axis,user2208@upi,0,Static,REFF5OBQKVV,True,0.015
TXN02209,Phone Number,Mobile-Peer,Google Pay,8576945353,True,user2209@icici,user2209@paytm,0,Static,REFMCKJT7NB,True,0.016
TXN02210,UPI ID,VPA-Intent,PhonePe,8597466986,True,user2210@sbi,user2210@okaxis,0,Static,REFOQM1I87K,True,0.059
TXN02211,QR Code,POS/QR,Google Pay,9634212545,True,user2211@axis,user2211@icici,1,Static,REF4YZOQLLW,True,0.021
TXN02212,UPI ID,VPA-Intent,PhonePe,9809594815,True,user2212@hdfc,user2212@sbi,0,Static,REFN0M96C27,True,0.022
TXN02213,Phone Number,Mobile-Peer,Google Pay,9692559664,False,user2213@axis,user2213@upi,0,Static,REFPR33J0C7,True,0.024
TXN02214,UPI ID,VPA-Intent,BHIM,8213074235,True,user2214@sbi,user2214@sbi,0,Dynamic,REF8JF7E59I,True,0.059
TXN02215,QR Code,POS/QR,Google Pay,7914261404,True,user2215@hdfc,user2215@okaxis,1,Dynamic,REFJH4YMJJG,True,0.062
TXN02216,Phone Number,Mobile-Peer,PhonePe,7893326145,True,user2216@paytm,user2216@paytm,0,Dynamic,REF14WPSK3P,True,0.029
